DOI,  "DOI_Stub"
10.1016/j.ijhydene.2011.01.037, 10.1016j.ijhydene.2011.01.037
10.1016/J.Ijhydene.2011.02.044, 10.1016j.ijhydene.2011.02.044
10.1016/j.ijhydene.2011.03.002, 10.1016j.ijhydene.2011.03.002
10.1016/j.ijhydene.2011.03.038, 10.1016j.ijhydene.2011.03.038
10.1016/j.ijhydene.2011.03.102, 10.1016j.ijhydene.2011.03.102
10.1016/j.ijhydene.2011.03.109, 10.1016j.ijhydene.2011.03.109
10.1016/j.ijhydene.2011.04.008, 10.1016j.ijhydene.2011.04.008
10.1016/j.ijhydene.2011.05.187, 10.1016j.ijhydene.2011.05.187
10.1016/j.ijhydene.2011.11.023, 10.1016j.ijhydene.2011.11.023
10.1016/j.ijhydene.2011.12.072, 10.1016j.ijhydene.2011.12.072
10.1016/j.ijhydene.2011.12.125, 10.1016j.ijhydene.2011.12.125
10.1016/j.ijhydene.2011.12.163, 10.1016j.ijhydene.2011.12.163
10.1016/j.ijhydene.2012.01.122, 10.1016j.ijhydene.2012.01.122
10.1016/j.ijhydene.2012.01.166, 10.1016j.ijhydene.2012.01.166
10.1016/j.ijhydene.2012.04.105, 10.1016j.ijhydene.2012.04.105
10.1016/j.ijhydene.2012.06.046, 10.1016j.ijhydene.2012.06.046
10.1016/j.ijhydene.2013.01.054, 10.1016j.ijhydene.2013.01.054
10.1016/j.ijhydene.2013.01.163, 10.1016j.ijhydene.2013.01.163
10.1016/j.ijhydene.2013.02.074, 10.1016j.ijhydene.2013.02.074
10.1016/j.ijhydene.2013.03.044, 10.1016j.ijhydene.2013.03.044
10.1016/j.ijhydene.2013.03.161, 10.1016j.ijhydene.2013.03.161
10.1016/j.ijhydene.2013.07.054, 10.1016j.ijhydene.2013.07.054
10.1016/j.ijhydene.2013.10.087, 10.1016j.ijhydene.2013.10.087
10.1016/j.ijhydene.2013.10.163, 10.1016j.ijhydene.2013.10.163
10.1016/j.ijhydene.2013.12.120, 10.1016j.ijhydene.2013.12.120
10.1016/j.ijhydene.2014.07.028, 10.1016j.ijhydene.2014.07.028
10.1016/j.ijhydene.2014.08.038, 10.1016j.ijhydene.2014.08.038
10.1016/j.ijhydene.2015.01.113, 10.1016j.ijhydene.2015.01.113
10.1016/j.ijhydene.2015.03.104, 10.1016j.ijhydene.2015.03.104
10.1016/j.ijhydene.2015.05.088, 10.1016j.ijhydene.2015.05.088
10.1016/j.ijhydene.2015.05.097, 10.1016j.ijhydene.2015.05.097
10.1016/j.ijhydene.2015.06.109, 10.1016j.ijhydene.2015.06.109
10.1016/j.ijhydene.2015.10.038, 10.1016j.ijhydene.2015.10.038
10.1016/j.ijhydene.2016.03.050, 10.1016j.ijhydene.2016.03.050
10.1016/j.ijhydene.2017.05.058, 10.1016j.ijhydene.2017.05.058
10.1016/j.ijmst.2014.05.012, 10.1016j.ijmst.2014.05.012
10.1016/j.ijrefrig.2009.03.010, 10.1016j.ijrefrig.2009.03.010
10.1016/j.ijrefrig.2009.06.011, 10.1016j.ijrefrig.2009.06.011
10.1016/j.indcrop.2017.08.017, 10.1016j.indcrop.2017.08.017
10.1016/j.inoche.2006.02.029, 10.1016j.inoche.2006.02.029
10.1016/j.inoche.2008.09.002, 10.1016j.inoche.2008.09.002
10.1016/j.inoche.2009.10.026, 10.1016j.inoche.2009.10.026
10.1016/j.inoche.2010.01.025, 10.1016j.inoche.2010.01.025
10.1016/j.inoche.2010.12.004, 10.1016j.inoche.2010.12.004
10.1016/j.inoche.2010.12.028, 10.1016j.inoche.2010.12.028
10.1016/j.inoche.2011.12.041, 10.1016j.inoche.2011.12.041
10.1016/j.inoche.2012.07.048, 10.1016j.inoche.2012.07.048
10.1016/j.inoche.2013.03.003, 10.1016j.inoche.2013.03.003
10.1016/j.inoche.2013.04.020, 10.1016j.inoche.2013.04.020
10.1016/j.inoche.2013.09.053, 10.1016j.inoche.2013.09.053
10.1016/j.inoche.2013.09.065, 10.1016j.inoche.2013.09.065
10.1016/j.inoche.2013.10.022, 10.1016j.inoche.2013.10.022
10.1016/j.inoche.2014.04.016, 10.1016j.inoche.2014.04.016
10.1016/j.inoche.2014.06.003, 10.1016j.inoche.2014.06.003
10.1016/j.inoche.2014.09.020, 10.1016j.inoche.2014.09.020
10.1016/j.inoche.2015.02.001, 10.1016j.inoche.2015.02.001
10.1016/j.inoche.2015.02.017, 10.1016j.inoche.2015.02.017
10.1016/j.inoche.2015.03.015, 10.1016j.inoche.2015.03.015
10.1016/j.inoche.2015.03.033, 10.1016j.inoche.2015.03.033
10.1016/j.inoche.2015.05.003, 10.1016j.inoche.2015.05.003
10.1016/j.inoche.2015.11.001, 10.1016j.inoche.2015.11.001
10.1016/j.jaap.2010.03.005, 10.1016j.jaap.2010.03.005
10.1016/j.jallcom.2004.11.109, 10.1016j.jallcom.2004.11.109
10.1016/j.jallcom.2007.11.058, 10.1016j.jallcom.2007.11.058
10.1016/j.jallcom.2009.11.203, 10.1016j.jallcom.2009.11.203
10.1016/j.jallcom.2013.02.085, 10.1016j.jallcom.2013.02.085
10.1016/j.jallcom.2015.01.083, 10.1016j.jallcom.2015.01.083
10.1016/j.jallcom.2015.05.148, 10.1016j.jallcom.2015.05.148
10.1016/j.jallcom.2015.07.065, 10.1016j.jallcom.2015.07.065
10.1016/j.jcat.2008.05.014, 10.1016j.jcat.2008.05.014
10.1016/j.jcat.2011.04.015, 10.1016j.jcat.2011.04.015
10.1016/j.jcat.2012.01.013, 10.1016j.jcat.2012.01.013
10.1016/j.jcat.2013.08.001, 10.1016j.jcat.2013.08.001
10.1016/j.jcat.2013.12.013, 10.1016j.jcat.2013.12.013
10.1016/j.jcat.2014.07.010, 10.1016j.jcat.2014.07.010
10.1016/j.jcis.2004.05.047, 10.1016j.jcis.2004.05.047
10.1016/j.jcis.2005.02.039, 10.1016j.jcis.2005.02.039
10.1016/j.jcis.2006.09.036, 10.1016j.jcis.2006.09.036
10.1016/j.jcis.2007.04.014, 10.1016j.jcis.2007.04.014
10.1016/j.jcis.2007.04.016, 10.1016j.jcis.2007.04.016
10.1016/j.jcis.2007.05.090, 10.1016j.jcis.2007.05.090
10.1016/j.jcis.2007.12.023, 10.1016j.jcis.2007.12.023
10.1016/j.jcis.2008.05.027, 10.1016j.jcis.2008.05.027
10.1016/j.jcis.2009.03.020, 10.1016j.jcis.2009.03.020
10.1016/j.jcis.2009.10.018, 10.1016j.jcis.2009.10.018
10.1016/j.jcis.2010.04.078, 10.1016j.jcis.2010.04.078
10.1016/j.jcis.2010.08.048, 10.1016j.jcis.2010.08.048
10.1016/j.jcis.2010.09.065, 10.1016j.jcis.2010.09.065
10.1016/j.jcis.2011.01.103, 10.1016j.jcis.2011.01.103
10.1016/j.jcis.2011.06.047, 10.1016j.jcis.2011.06.047
10.1016/j.jcis.2011.09.019, 10.1016j.jcis.2011.09.019
10.1016/j.jcis.2011.09.060, 10.1016j.jcis.2011.09.060
10.1016/j.jcis.2011.10.038, 10.1016j.jcis.2011.10.038
10.1016/j.jcis.2012.06.040, 10.1016j.jcis.2012.06.040
10.1016/j.jcis.2012.10.018, 10.1016j.jcis.2012.10.018
10.1016/j.jcis.2012.10.050, 10.1016j.jcis.2012.10.050
10.1016/j.jcis.2013.10.061, 10.1016j.jcis.2013.10.061
10.1016/j.jcis.2014.05.021, 10.1016j.jcis.2014.05.021
10.1016/j.jcis.2015.01.011, 10.1016j.jcis.2015.01.011
10.1016/j.jcis.2015.01.027, 10.1016j.jcis.2015.01.027
10.1016/j.jcis.2015.06.036, 10.1016j.jcis.2015.06.036
10.1016/j.jcis.2015.09.061, 10.1016j.jcis.2015.09.061
10.1016/j.jcis.2016.09.026, 10.1016j.jcis.2016.09.026
10.1016/j.jcis.2016.10.043, 10.1016j.jcis.2016.10.043
10.1016/j.jcis.2016.11.100, 10.1016j.jcis.2016.11.100
10.1016/j.jcis.2017.01.024, 10.1016j.jcis.2017.01.024
10.1016/j.jcis.2017.01.085, 10.1016j.jcis.2017.01.085
10.1016/j.jcis.2017.01.104, 10.1016j.jcis.2017.01.104
10.1016/j.jcis.2017.02.034, 10.1016j.jcis.2017.02.034
10.1016/j.jclepro.2015.03.082, 10.1016j.jclepro.2015.03.082
10.1016/j.jclepro.2017.03.028, 10.1016j.jclepro.2017.03.028
10.1016/j.jclepro.2017.06.083, 10.1016j.jclepro.2017.06.083
10.1016/j.jcou.2017.05.003, 10.1016j.jcou.2017.05.003
10.1016/j.jct.2018.06.009, 10.1016j.jct.2018.06.009
10.1016/j.jece.2016.01.017, 10.1016j.jece.2016.01.017
10.1016/j.jece.2016.03.015, 10.1016j.jece.2016.03.015
10.1016/j.jece.2017.01.004, 10.1016j.jece.2017.01.004
10.1016/j.jece.2017.02.003, 10.1016j.jece.2017.02.003
10.1016/j.jece.2017.02.015, 10.1016j.jece.2017.02.015
10.1016/j.jece.2017.03.006, 10.1016j.jece.2017.03.006
10.1016/j.jece.2017.06.029, 10.1016j.jece.2017.06.029
10.1016/j.jece.2017.06.043, 10.1016j.jece.2017.06.043
10.1016/j.jece.2017.07.022, 10.1016j.jece.2017.07.022
10.1016/j.jece.2017.08.006, 10.1016j.jece.2017.08.006
10.1016/j.jece.2017.11.003, 10.1016j.jece.2017.11.003
10.1016/j.jece.2019.103368, 10.1016j.jece.2019.103368
10.1016/j.jelechem.2013.09.017, 10.1016j.jelechem.2013.09.017
10.1016/j.jenvman.2016.07.067, 10.1016j.jenvman.2016.07.067
10.1016/j.jenvman.2017.01.029, 10.1016j.jenvman.2017.01.029
10.1016/j.jenvman.2017.01.038, 10.1016j.jenvman.2017.01.038
10.1016/j.jenvman.2017.01.054, 10.1016j.jenvman.2017.01.054
10.1016/j.jes.2016.04.005, 10.1016j.jes.2016.04.005
10.1016/j.jfluchem.2017.05.002, 10.1016j.jfluchem.2017.05.002
10.1016/j.jhazmat.2008.01.045, 10.1016j.jhazmat.2008.01.045
10.1016/j.jhazmat.2010.11.019, 10.1016j.jhazmat.2010.11.019
10.1016/j.jhazmat.2011.06.072, 10.1016j.jhazmat.2011.06.072
10.1016/j.jhazmat.2011.08.069, 10.1016j.jhazmat.2011.08.069
10.1016/j.jhazmat.2012.01.005, 10.1016j.jhazmat.2012.01.005
10.1016/j.jhazmat.2012.08.025, 10.1016j.jhazmat.2012.08.025
10.1016/j.jhazmat.2013.01.024, 10.1016j.jhazmat.2013.01.024
10.1016/j.jhazmat.2013.04.037, 10.1016j.jhazmat.2013.04.037
10.1016/j.jhazmat.2014.10.002, 10.1016j.jhazmat.2014.10.002
10.1016/j.jhazmat.2014.11.039, 10.1016j.jhazmat.2014.11.039
10.1016/j.jhazmat.2015.07.078, 10.1016j.jhazmat.2015.07.078
10.1016/j.jhazmat.2017.02.016, 10.1016j.jhazmat.2017.02.016
10.1016/j.jhazmat.2017.02.059, 10.1016j.jhazmat.2017.02.059
10.1016/j.jhazmat.2017.05.033, 10.1016j.jhazmat.2017.05.033
10.1016/j.jhydrol.2016.11.014, 10.1016j.jhydrol.2016.11.014
10.1016/j.jiec.2009.09.043, 10.1016j.jiec.2009.09.043
10.1016/j.jiec.2012.01.014, 10.1016j.jiec.2012.01.014
10.1016/j.jiec.2013.01.026, 10.1016j.jiec.2013.01.026
10.1016/j.jiec.2013.08.018, 10.1016j.jiec.2013.08.018
10.1016/j.jiec.2013.12.091, 10.1016j.jiec.2013.12.091
10.1016/j.jiec.2014.12.021, 10.1016j.jiec.2014.12.021
10.1016/j.jiec.2016.12.008, 10.1016j.jiec.2016.12.008
10.1016/j.jiec.2018.03.014, 10.1016j.jiec.2018.03.014
10.1016/j.jmgm.2017.05.004, 10.1016j.jmgm.2017.05.004
10.1016/j.jmr.2014.01.002, 10.1016j.jmr.2014.01.002
10.1016/j.jngse.2015.04.033, 10.1016j.jngse.2015.04.033
10.1016/j.jngse.2016.02.052, 10.1016j.jngse.2016.02.052
10.1016/j.jngse.2016.12.024, 10.1016j.jngse.2016.12.024
10.1016/j.jpcs.2003.10.032, 10.1016j.jpcs.2003.10.032
10.1016/j.jpcs.2013.01.036, 10.1016j.jpcs.2013.01.036
10.1016/j.jphotochem.2016.10.024, 10.1016j.jphotochem.2016.10.024
10.1016/j.jpowsour.2009.02.019, 10.1016j.jpowsour.2009.02.019
10.1016/j.jpowsour.2012.02.089, 10.1016j.jpowsour.2012.02.089
10.1016/j.jpowsour.2013.03.164, 10.1016j.jpowsour.2013.03.164
10.1016/j.jpowsour.2013.12.072, 10.1016j.jpowsour.2013.12.072
10.1016/j.jpowsour.2015.07.014, 10.1016j.jpowsour.2015.07.014
10.1016/j.jssc.2005.07.002, 10.1016j.jssc.2005.07.002
10.1016/j.jssc.2009.06.041, 10.1016j.jssc.2009.06.041
10.1016/j.jssc.2009.07.048, 10.1016j.jssc.2009.07.048
10.1016/j.jssc.2010.08.035, 10.1016j.jssc.2010.08.035
10.1016/j.jssc.2012.08.035, 10.1016j.jssc.2012.08.035
10.1016/j.jssc.2013.03.041, 10.1016j.jssc.2013.03.041
10.1016/j.jssc.2013.04.016, 10.1016j.jssc.2013.04.016
10.1016/j.jssc.2013.05.004, 10.1016j.jssc.2013.05.004
10.1016/j.jssc.2013.11.008, 10.1016j.jssc.2013.11.008
10.1016/j.jssc.2013.11.026, 10.1016j.jssc.2013.11.026
10.1016/j.jssc.2014.03.005, 10.1016j.jssc.2014.03.005
10.1016/j.jssc.2014.06.004, 10.1016j.jssc.2014.06.004
10.1016/j.jssc.2014.06.017, 10.1016j.jssc.2014.06.017
10.1016/j.jssc.2014.06.023, 10.1016j.jssc.2014.06.023
10.1016/j.jssc.2014.07.001, 10.1016j.jssc.2014.07.001
10.1016/j.jssc.2014.07.025, 10.1016j.jssc.2014.07.025
10.1016/j.jssc.2014.09.022, 10.1016j.jssc.2014.09.022
10.1016/j.jssc.2014.12.033, 10.1016j.jssc.2014.12.033
10.1016/j.jssc.2015.02.014, 10.1016j.jssc.2015.02.014
10.1016/j.jssc.2015.09.005, 10.1016j.jssc.2015.09.005
10.1016/j.jssc.2015.09.034, 10.1016j.jssc.2015.09.034
10.1016/j.jtice.2016.05.003, 10.1016j.jtice.2016.05.003
10.1016/j.jtice.2017.01.004, 10.1016j.jtice.2017.01.004
10.1016/j.jtice.2017.04.010, 10.1016j.jtice.2017.04.010
10.1016/j.jtice.2017.04.018, 10.1016j.jtice.2017.04.018
10.1016/j.jtice.2017.04.023, 10.1016j.jtice.2017.04.023
10.1016/j.juogr.2016.03.003, 10.1016j.juogr.2016.03.003
10.1016/j.jwpe.2017.06.009, 10.1016j.jwpe.2017.06.009
10.1016/j.marpolbul.2017.06.068, 10.1016j.marpolbul.2017.06.068
10.1016/j.matchemphys.2013.10.038, 10.1016j.matchemphys.2013.10.038
10.1016/j.materresbull.2013.09.022, 10.1016j.materresbull.2013.09.022
10.1016/j.matlet.2011.03.039, 10.1016j.matlet.2011.03.039
10.1016/j.matlet.2011.04.099, 10.1016j.matlet.2011.04.099
10.1016/j.matlet.2012.02.056, 10.1016j.matlet.2012.02.056
10.1016/j.matlet.2013.03.044, 10.1016j.matlet.2013.03.044
10.1016/j.matlet.2013.03.127, 10.1016j.matlet.2013.03.127
10.1016/j.matlet.2013.05.078, 10.1016j.matlet.2013.05.078
10.1016/j.matpr.2015.08.026, 10.1016j.matpr.2015.08.026
10.1016/j.mcat.2017.03.009, 10.1016j.mcat.2017.03.009
10.1016/j.memsci.2006.12.025, 10.1016j.memsci.2006.12.025
10.1016/j.memsci.2007.02.037, 10.1016j.memsci.2007.02.037
10.1016/j.memsci.2009.05.006, 10.1016j.memsci.2009.05.006
10.1016/j.memsci.2010.07.005, 10.1016j.memsci.2010.07.005
10.1016/j.memsci.2010.10.038, 10.1016j.memsci.2010.10.038
10.1016/j.memsci.2011.05.001, 10.1016j.memsci.2011.05.001
10.1016/j.memsci.2011.09.040, 10.1016j.memsci.2011.09.040
10.1016/j.memsci.2012.04.003, 10.1016j.memsci.2012.04.003
10.1016/j.memsci.2012.09.006, 10.1016j.memsci.2012.09.006
10.1016/j.memsci.2012.10.058, 10.1016j.memsci.2012.10.058
10.1016/j.memsci.2013.09.032, 10.1016j.memsci.2013.09.032
10.1016/j.memsci.2014.05.014, 10.1016j.memsci.2014.05.014
10.1016/j.memsci.2014.11.038, 10.1016j.memsci.2014.11.038
10.1016/j.memsci.2015.05.015, 10.1016j.memsci.2015.05.015
10.1016/j.memsci.2017.06.009, 10.1016j.memsci.2017.06.009
10.1016/j.micromeso.2004.04.003, 10.1016j.micromeso.2004.04.003
10.1016/j.micromeso.2004.07.035, 10.1016j.micromeso.2004.07.035
10.1016/j.micromeso.2005.10.031, 10.1016j.micromeso.2005.10.031
10.1016/j.micromeso.2005.12.008, 10.1016j.micromeso.2005.12.008
10.1016/j.micromeso.2006.05.018, 10.1016j.micromeso.2006.05.018
10.1016/j.micromeso.2007.02.037, 10.1016j.micromeso.2007.02.037
10.1016/j.micromeso.2007.04.018, 10.1016j.micromeso.2007.04.018
10.1016/j.micromeso.2007.08.024, 10.1016j.micromeso.2007.08.024
10.1016/j.micromeso.2007.10.017, 10.1016j.micromeso.2007.10.017
10.1016/j.micromeso.2008.01.044, 10.1016j.micromeso.2008.01.044
10.1016/j.micromeso.2008.04.003, 10.1016j.micromeso.2008.04.003
10.1016/j.micromeso.2008.04.033, 10.1016j.micromeso.2008.04.033
10.1016/j.micromeso.2008.05.023, 10.1016j.micromeso.2008.05.023
10.1016/j.micromeso.2008.06.003, 10.1016j.micromeso.2008.06.003
10.1016/j.micromeso.2008.08.005, 10.1016j.micromeso.2008.08.005
10.1016/j.micromeso.2008.08.054, 10.1016j.micromeso.2008.08.054
10.1016/j.micromeso.2008.09.020, 10.1016j.micromeso.2008.09.020
10.1016/j.micromeso.2008.09.029, 10.1016j.micromeso.2008.09.029
10.1016/j.micromeso.2008.09.044, 10.1016j.micromeso.2008.09.044
10.1016/j.micromeso.2008.10.014, 10.1016j.micromeso.2008.10.014
10.1016/j.micromeso.2008.10.035, 10.1016j.micromeso.2008.10.035
10.1016/j.micromeso.2008.11.007, 10.1016j.micromeso.2008.11.007
10.1016/j.micromeso.2008.11.020, 10.1016j.micromeso.2008.11.020
10.1016/j.micromeso.2009.02.015, 10.1016j.micromeso.2009.02.015
10.1016/j.micromeso.2009.03.045, 10.1016j.micromeso.2009.03.045
10.1016/j.micromeso.2009.06.014, 10.1016j.micromeso.2009.06.014
10.1016/j.micromeso.2009.06.023, 10.1016j.micromeso.2009.06.023
10.1016/j.micromeso.2009.08.004, 10.1016j.micromeso.2009.08.004
10.1016/j.micromeso.2009.08.009, 10.1016j.micromeso.2009.08.009
10.1016/j.micromeso.2009.11.001, 10.1016j.micromeso.2009.11.001
10.1016/j.micromeso.2009.11.002, 10.1016j.micromeso.2009.11.002
10.1016/j.micromeso.2009.11.035, 10.1016j.micromeso.2009.11.035
10.1016/j.micromeso.2010.02.010, 10.1016j.micromeso.2010.02.010
10.1016/j.micromeso.2010.02.023, 10.1016j.micromeso.2010.02.023
10.1016/j.micromeso.2010.04.015, 10.1016j.micromeso.2010.04.015
10.1016/j.micromeso.2010.05.018, 10.1016j.micromeso.2010.05.018
10.1016/j.micromeso.2010.07.007, 10.1016j.micromeso.2010.07.007
10.1016/j.micromeso.2010.07.009, 10.1016j.micromeso.2010.07.009
10.1016/j.micromeso.2010.07.018, 10.1016j.micromeso.2010.07.018
10.1016/j.micromeso.2010.07.020, 10.1016j.micromeso.2010.07.020
10.1016/j.micromeso.2010.07.024, 10.1016j.micromeso.2010.07.024
10.1016/j.micromeso.2010.09.003, 10.1016j.micromeso.2010.09.003
10.1016/j.micromeso.2010.09.013, 10.1016j.micromeso.2010.09.013
10.1016/j.micromeso.2010.10.048, 10.1016j.micromeso.2010.10.048
10.1016/j.micromeso.2010.11.017, 10.1016j.micromeso.2010.11.017
10.1016/j.micromeso.2010.12.001, 10.1016j.micromeso.2010.12.001
10.1016/j.micromeso.2011.01.005, 10.1016j.micromeso.2011.01.005
10.1016/j.micromeso.2011.01.029, 10.1016j.micromeso.2011.01.029
10.1016/j.micromeso.2011.02.003, 10.1016j.micromeso.2011.02.003
10.1016/j.micromeso.2011.02.018, 10.1016j.micromeso.2011.02.018
10.1016/j.micromeso.2011.03.008, 10.1016j.micromeso.2011.03.008
10.1016/j.micromeso.2011.04.003, 10.1016j.micromeso.2011.04.003
10.1016/j.micromeso.2011.06.024, 10.1016j.micromeso.2011.06.024
10.1016/j.micromeso.2011.09.004, 10.1016j.micromeso.2011.09.004
10.1016/j.micromeso.2011.09.006, 10.1016j.micromeso.2011.09.006
10.1016/j.micromeso.2011.09.017, 10.1016j.micromeso.2011.09.017
10.1016/j.micromeso.2011.10.011, 10.1016j.micromeso.2011.10.011
10.1016/j.micromeso.2011.10.020, 10.1016j.micromeso.2011.10.020
10.1016/j.micromeso.2011.10.036, 10.1016j.micromeso.2011.10.036
10.1016/j.micromeso.2011.11.039, 10.1016j.micromeso.2011.11.039
10.1016/j.micromeso.2011.12.001, 10.1016j.micromeso.2011.12.001
10.1016/j.micromeso.2011.12.009, 10.1016j.micromeso.2011.12.009
10.1016/j.micromeso.2011.12.010, 10.1016j.micromeso.2011.12.010
10.1016/j.micromeso.2011.12.035, 10.1016j.micromeso.2011.12.035
10.1016/j.micromeso.2011.12.036, 10.1016j.micromeso.2011.12.036
10.1016/j.micromeso.2011.12.043, 10.1016j.micromeso.2011.12.043
10.1016/j.micromeso.2011.12.053, 10.1016j.micromeso.2011.12.053
10.1016/j.micromeso.2011.12.055, 10.1016j.micromeso.2011.12.055
10.1016/j.micromeso.2012.01.008, 10.1016j.micromeso.2012.01.008
10.1016/j.micromeso.2012.01.015, 10.1016j.micromeso.2012.01.015
10.1016/j.micromeso.2012.01.033, 10.1016j.micromeso.2012.01.033
10.1016/j.micromeso.2012.02.027, 10.1016j.micromeso.2012.02.027
10.1016/j.micromeso.2012.02.034, 10.1016j.micromeso.2012.02.034
10.1016/j.micromeso.2012.03.042, 10.1016j.micromeso.2012.03.042
10.1016/j.micromeso.2012.03.052, 10.1016j.micromeso.2012.03.052
10.1016/j.micromeso.2012.04.023, 10.1016j.micromeso.2012.04.023
10.1016/j.micromeso.2012.04.042, 10.1016j.micromeso.2012.04.042
10.1016/j.micromeso.2012.05.021, 10.1016j.micromeso.2012.05.021
10.1016/j.micromeso.2012.05.026, 10.1016j.micromeso.2012.05.026
10.1016/j.micromeso.2012.05.032, 10.1016j.micromeso.2012.05.032
10.1016/j.micromeso.2012.06.004, 10.1016j.micromeso.2012.06.004
10.1016/j.micromeso.2012.06.011, 10.1016j.micromeso.2012.06.011
10.1016/j.micromeso.2012.07.008, 10.1016j.micromeso.2012.07.008
10.1016/j.micromeso.2012.07.011, 10.1016j.micromeso.2012.07.011
10.1016/j.micromeso.2012.07.036, 10.1016j.micromeso.2012.07.036
10.1016/j.micromeso.2012.07.047, 10.1016j.micromeso.2012.07.047
10.1016/j.micromeso.2012.08.002, 10.1016j.micromeso.2012.08.002
10.1016/j.micromeso.2012.09.002, 10.1016j.micromeso.2012.09.002
10.1016/j.micromeso.2012.09.023, 10.1016j.micromeso.2012.09.023
10.1016/j.micromeso.2012.10.002, 10.1016j.micromeso.2012.10.002
10.1016/j.micromeso.2012.10.025, 10.1016j.micromeso.2012.10.025
10.1016/j.micromeso.2012.11.003, 10.1016j.micromeso.2012.11.003
10.1016/j.micromeso.2012.11.012, 10.1016j.micromeso.2012.11.012
10.1016/j.micromeso.2012.11.013, 10.1016j.micromeso.2012.11.013
10.1016/j.micromeso.2012.11.021, 10.1016j.micromeso.2012.11.021
10.1016/j.micromeso.2012.11.040, 10.1016j.micromeso.2012.11.040
10.1016/j.micromeso.2012.12.035, 10.1016j.micromeso.2012.12.035
10.1016/j.micromeso.2013.01.012, 10.1016j.micromeso.2013.01.012
10.1016/j.micromeso.2013.01.031, 10.1016j.micromeso.2013.01.031
10.1016/j.micromeso.2013.02.010, 10.1016j.micromeso.2013.02.010
10.1016/j.micromeso.2013.02.016, 10.1016j.micromeso.2013.02.016
10.1016/j.micromeso.2013.02.025, 10.1016j.micromeso.2013.02.025
10.1016/j.micromeso.2013.02.036, 10.1016j.micromeso.2013.02.036
10.1016/j.micromeso.2013.03.015, 10.1016j.micromeso.2013.03.015
10.1016/j.micromeso.2013.03.024, 10.1016j.micromeso.2013.03.024
10.1016/j.micromeso.2013.03.052, 10.1016j.micromeso.2013.03.052
10.1016/j.micromeso.2013.04.020, 10.1016j.micromeso.2013.04.020
10.1016/j.micromeso.2013.04.023, 10.1016j.micromeso.2013.04.023
10.1016/j.micromeso.2013.06.002, 10.1016j.micromeso.2013.06.002
10.1016/j.micromeso.2013.06.007, 10.1016j.micromeso.2013.06.007
10.1016/j.micromeso.2013.06.023, 10.1016j.micromeso.2013.06.023
10.1016/j.micromeso.2013.06.039, 10.1016j.micromeso.2013.06.039
10.1016/j.micromeso.2013.07.019, 10.1016j.micromeso.2013.07.019
10.1016/j.micromeso.2013.07.035, 10.1016j.micromeso.2013.07.035
10.1016/j.micromeso.2013.08.040, 10.1016j.micromeso.2013.08.040
10.1016/j.micromeso.2013.08.048, 10.1016j.micromeso.2013.08.048
10.1016/j.micromeso.2013.09.001, 10.1016j.micromeso.2013.09.001
10.1016/j.micromeso.2013.09.005, 10.1016j.micromeso.2013.09.005
10.1016/j.micromeso.2013.09.006, 10.1016j.micromeso.2013.09.006
10.1016/j.micromeso.2013.09.015, 10.1016j.micromeso.2013.09.015
10.1016/j.micromeso.2013.11.015, 10.1016j.micromeso.2013.11.015
10.1016/j.micromeso.2013.11.036, 10.1016j.micromeso.2013.11.036
10.1016/j.micromeso.2013.12.005, 10.1016j.micromeso.2013.12.005
10.1016/j.micromeso.2014.01.020, 10.1016j.micromeso.2014.01.020
10.1016/j.micromeso.2014.02.014, 10.1016j.micromeso.2014.02.014
10.1016/j.micromeso.2014.02.016, 10.1016j.micromeso.2014.02.016
10.1016/j.micromeso.2014.02.021, 10.1016j.micromeso.2014.02.021
10.1016/j.micromeso.2014.02.028, 10.1016j.micromeso.2014.02.028
10.1016/j.micromeso.2014.03.004, 10.1016j.micromeso.2014.03.004
10.1016/j.micromeso.2014.03.022, 10.1016j.micromeso.2014.03.022
10.1016/j.micromeso.2014.04.009, 10.1016j.micromeso.2014.04.009
10.1016/j.micromeso.2014.04.025, 10.1016j.micromeso.2014.04.025
10.1016/j.micromeso.2014.07.028, 10.1016j.micromeso.2014.07.028
10.1016/j.micromeso.2014.08.010, 10.1016j.micromeso.2014.08.010
10.1016/j.micromeso.2014.08.012, 10.1016j.micromeso.2014.08.012
10.1016/j.micromeso.2014.08.022, 10.1016j.micromeso.2014.08.022
10.1016/j.micromeso.2014.09.014, 10.1016j.micromeso.2014.09.014
10.1016/j.micromeso.2014.09.025, 10.1016j.micromeso.2014.09.025
10.1016/j.micromeso.2014.09.038, 10.1016j.micromeso.2014.09.038
10.1016/j.micromeso.2014.10.018, 10.1016j.micromeso.2014.10.018
10.1016/j.micromeso.2014.10.031, 10.1016j.micromeso.2014.10.031
10.1016/j.micromeso.2014.10.034, 10.1016j.micromeso.2014.10.034
10.1016/j.micromeso.2014.10.041, 10.1016j.micromeso.2014.10.041
10.1016/j.micromeso.2014.11.025, 10.1016j.micromeso.2014.11.025
10.1016/j.micromeso.2014.11.028, 10.1016j.micromeso.2014.11.028
10.1016/j.micromeso.2015.01.030, 10.1016j.micromeso.2015.01.030
10.1016/j.micromeso.2015.02.023, 10.1016j.micromeso.2015.02.023
10.1016/j.micromeso.2015.02.035, 10.1016j.micromeso.2015.02.035
10.1016/j.micromeso.2015.02.042, 10.1016j.micromeso.2015.02.042
